Filing Name,Filing Date,Court District,Exchange,Ticker,Sector,Industry,MarketCap,sharesOutstanding,bookValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,averageDailyVolume3Month,fiftyDayAverage,twoHundredDayAverage,Open,Close,High,Low,Volume
Calpine Corporation,10/25/17,S.D. Texas,New York SE,CPN, Electric Utilities, Utilities,5491069952.0,360543008.0,8.996,15.25,9.3,5323029.0,15.101176,14.883985500000001,14.94,14.89,14.94,14.89,5672354.0
"Antares Pharma, Inc.",10/23/17,D. New Jersey,NASDAQ,ATRS, Medical Equipment & Supplies, Healthcare,368183872.0,156674000.0,0.23,4.09,1.58,1185106.0,2.177059,2.413261,2.07,2.21,2.3,2.05,5175118.0
Diana Containerships Inc.,10/23/17,E.D. New York,NASDAQ,DCIX, Water Transportation, Transportation,1491670.0,757194.0,1903.207,18089.77,1.56,959830.0,2.9041175999999997,10.911457,3.22,3.01,3.36,2.95,115259.0
Rio Tinto PLC : American Depositary Receipts,10/23/17,S.D. New York,New York SE,RIO, Metal Mining, Basic Materials,99965517824.0,1792899968.0,25.484,59.25,37.66,2867632.0,55.921177,50.276379999999996,47.96,47.96,48.19,47.9,1115095.0
Alcobra Ltd.,10/20/17,E.D. Pennsylvania,NASDAQ,ADHD, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,80.36,77.91,85.75,72.03,106689.0
"Rockwell Collins, Inc.",10/20/17,N.D. Iowa,New York SE,COL, Aerospace & Defense, Capital Goods,22481506304.0,163943008.0,38.768,139.63,94.81,1205014.0,136.72942,133.2737,134.8,135.0,135.23,134.57,1227715.0
"Skechers U.S.A., Inc.",10/20/17,S.D. New York,New York SE,SKX, Apparel/Accessories, Consumer Cyclical,6302391808.0,133925000.0,11.717,42.73,22.64,2139869.0,39.683823,32.705288,31.05,33.99,34.33,30.07,35080765.0
Exa Corporation,10/17/17,D. Massachusetts,NASDAQ,EXA, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,24.21,24.24,24.24,24.18,539241.0
Spark Networks Inc,10/17/17,C.D. California,New York SE,LOV, Business Services, Services,198979056.0,13168700.0,-127.975,15.4,0.76,12817.0,14.477352999999999,7.419542,nan,nan,nan,nan,nan
"Terraform Global, Inc.",10/17/17,D. Maryland,NASDAQ,GLBL, Electric Utilities, Utilities,880228288.0,112101000.0,5.957999999999999,5.1,4.225,1341526.0,5.075,4.9204764,4.9,4.85,4.9,4.8,798361.0
Navient Corporation,10/16/17,D. New Jersey,NASDAQ,NAVI, Misc. Financial Services, Financial,3479489792.0,263000000.0,13.133,16.97,11.481,3789422.0,13.824410999999998,13.326630999999999,11.58,11.73,11.76,11.51,3977978.0
Bear State Financial Inc.,10/13/17,E.D. Arkansas,NASDAQ,BSF, S&Ls/Savings Banks, Financial,387873280.0,37767600.0,6.702999999999999,10.37,8.66,34730.0,10.257647500000001,10.17442,10.27,10.28,10.29,10.26,18869.0
"Hawaiian Telcom Holdco, Inc.",10/13/17,D. Hawaii,NASDAQ,HCOM, Communications Services, Services,319828800.0,11588000.0,19.266,31.91,22.2,13567.0,28.617646999999998,29.987173,30.4,30.49,30.71,30.4,7008.0
"J. Jill, Inc.",10/13/17,D. Massachusetts,New York SE,JILL, Apparel/Accessories, Consumer Cyclical,370544736.0,43747900.0,3.4219999999999997,14.4,4.74,396803.0,8.403528999999999,8.183986,5.0,5.11,5.15,4.83,2625988.0
"NeuStar, Inc.",10/12/17,E.D. Virginia,New York SE,NSR, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Premara Financial, Inc.",10/12/17,W.D. North Carolina,OTC-BB,PARA, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,12.03,12.03,12.03,12.03,10000.0
"Santander Securities, L.L.C. : Puerto Rico Municipal Bonds and Puerto Rico Closed End Funds",10/12/17,D. Puerto Rico,D. Puerto Rico,D. Puerto Rico, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Dimension Therapeutics, Inc.",10/11/17,D. Massachusetts,NASDAQ,DMTX, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,6.0,5.98,6.0,5.95,69731.0
"Orbital ATK, Inc.",10/11/17,E.D. Virginia,New York SE,OA, Aerospace & Defense, Capital Goods,7591477760.0,57686000.0,35.26,134.59,90.94,493553.0,131.8744,127.42181399999998,133.57,133.38,133.68,133.33,23476.0
"Tesla, Inc.",10/10/17,N.D. California,NASDAQ,TSLA, Auto & Truck Manufacturers, Consumer Cyclical,59454201856.0,168880000.0,25.221999999999998,389.61,242.01,5709630.0,337.82794,337.06573,346.8,355.59,355.63,345.53,6978495.0
"Bank of Napa, N.A.",10/6/17,N.D. California,OTC-BB,BNNP, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Numerex Corp.,10/4/17,N.D. Georgia,NASDAQ,NMRX, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,3.98,3.96,4.01,3.94,13397.0
Arc Logistics Partners LP,10/3/17,S.D. New York,New York SE,ARCX, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,16.88,16.7,16.88,16.66,51412.0
Starwood Waypoint Homes,9/29/17,D. Maryland,New York SE,SFR, Real Estate Operations, Services,nan,nan,nan,nan,nan,nan,nan,nan,35.91,36.37,36.54,35.82,1642989.0
Tesco Corporation,9/28/17,S.D. Texas,NASDAQ,TESO, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,5.6,5.5,5.68,5.36,470193.0
"Cempra, Inc.",9/27/17,M.D. North Carolina,NASDAQ,CEMP, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,16.25,16.25,17.5,16.0,606262.0
"Intercept Pharmaceuticals, Inc.",9/27/17,S.D. New York,NASDAQ,ICPT, Biotechnology & Drugs, Healthcare,1557334272.0,25102100.0,4.449,135.59,51.05,876822.0,58.65588399999999,71.43812,58.75,57.01,59.36,54.98,4076473.0
SCANA Corporation,9/27/17,D. South Carolina,New York SE,SCG, Electric Utilities, Utilities,5615208960.0,142916992.0,36.748000000000005,71.28,34.76,2967824.0,40.340294,47.573044,55.06,51.22,55.25,51.04,3909371.0
Frontier Communications Corporation,9/26/17,D. Connecticut,NASDAQ,FTR, Communications Services, Services,713967808.0,78458000.0,43.461000000000006,50.849976,6.08,3540587.0,7.9585295,10.028841,12.22,12.2,12.38,12.11,1682742.0
Avista Corporation,9/25/17,E.D. Washington,New York SE,AVA, Electric Utilities, Utilities,3254502400.0,65628200.0,25.930999999999997,52.83,38.35,470009.0,50.73382,51.521812,51.4,51.53,51.7,51.36,313567.0
"Landauer, Inc.",9/25/17,D. Delaware,New York SE,LDR, Scientific & Technical Instr., Technology,nan,nan,nan,nan,nan,nan,nan,nan,67.4,67.35,67.6,67.25,72651.0
"Ubiquiti Networks, Inc.",9/25/17,S.D. New York,NASDAQ,UBNT, Communications Equipment, Technology,4428147712.0,77686800.0,6.131,82.3,45.71,479980.0,73.36294000000001,65.38891600000001,53.98,55.43,55.63,53.98,1239782.0
"Sun Bancorp, Inc.",9/21/17,D. New Jersey,NASDAQ,SNBC, Regional Banks, Financial,467869152.0,19096700.0,17.211,26.6,22.45,60235.0,25.368422,24.60059,23.75,24.2,24.3,23.75,74140.0
Tech Data Corporation,9/21/17,M.D. Florida,NASDAQ,TECD, Business Services, Services,3909939968.0,38153200.0,71.392,111.1,81.42,320803.0,100.71911999999999,95.94413,86.9,86.36,87.13,85.69,475182.0
"Westar Energy, Inc.",9/21/17,D. Kansas,New York SE,WR, Electric Utilities, Utilities,7219746304.0,142232992.0,27.504,57.32,47.06,633483.0,50.526176,52.213043,50.21,50.12,50.46,50.0,326730.0
"Scripps Networks Interactive, Inc.",9/20/17,E.D. Tennessee,NASDAQ,SNI, Broadcasting & Cable TV, Services,11400128512.0,96065104.0,20.549,88.87,64.87,947743.0,87.67206,84.86180999999999,85.93,85.75,85.93,85.62,593410.0
"Tintri, Inc.",9/18/17,N.D. California,NASDAQ,TNTR, Semiconductors, Technology,157403600.0,31324100.0,-2.1830000000000003,7.75,2.78,193595.0,5.8098529999999995,4.994167,4.31,4.11,4.51,4.06,296032.0
"Monster Digital, Inc.",9/15/17,C.D. California,NASDAQ,MSDI, Computer Peripherals, Technology,5463994.0,9420680.0,-0.158,2.35,0.40299999999999997,280763.0,0.57783335,0.65883607,7.74,7.89,8.1,7.5,18508.0
"MaxPoint Interactive, Inc.",9/14/17,E.D. North Carolina,NASDAQ,MXPT, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PharMerica Corporation,9/13/17,D. Delaware,New York SE,PMC, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,28.95,29.15,29.2,28.95,810440.0
"Health Insurance Innovations, Inc.",9/11/17,M.D. Florida,NASDAQ,HIIQ, Insurance (Accident & Health), Financial,492145312.0,12701000.0,6.59,37.38,12.65,415440.0,26.450882,24.998839999999998,29.9,23.35,29.9,19.7,9454117.0
State National Companies Inc.,9/11/17,N.D. Texas,NASDAQ,SNC, Insurance (Prop. & Casualty), Financial,nan,nan,nan,nan,nan,nan,nan,nan,20.76,20.88,20.97,20.72,362005.0
Equifax Inc.,9/8/17,N.D. Georgia,New York SE,EFX, Consumer Financial Services, Financial,13857117184.0,120079000.0,25.837,147.02,89.59,1196303.0,120.35146999999999,118.17747,121.82,123.23,125.5,117.25,16854687.0
"First South Bancorp, Inc.",9/7/17,E.D. North Carolina,NASDAQ,FSBK, S&Ls/Savings Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,17.21,16.75,17.21,16.69,19290.0
"HSN, Inc.",9/7/17,D. Delaware,NASDAQ,HSNI, Retail (Specialty), Services,2115736064.0,52434600.0,4.138999999999999,44.15,30.9,841932.0,40.35,38.687622,37.9,37.1,38.1,37.08,295823.0
"Kite Pharma, Inc.",9/7/17,C.D. California,NASDAQ,KITE, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,178.17,178.5,179.0,178.11,3514525.0
"Xenith Bankshares, Inc.",9/7/17,E.D. Virginia,NASDAQ,XBKS, Regional Banks, Financial,785390528.0,23215800.0,20.86,36.44,22.61,68936.0,33.83,31.760890999999997,28.15,28.21,28.41,27.98,31264.0
Bank Mutual Corporation,9/6/17,E.D. Wisconsin,NASDAQ,BKMU, S&Ls/Savings Banks, Financial,478914784.0,46049500.0,6.233,11.3,8.6,136857.0,10.727083,10.205682000000001,9.05,9.0,9.15,8.95,133520.0
"Wolverine Bancorp, Inc.",9/5/17,D. Maryland,NASDAQ,WBKC, Money Center Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,39.65,39.84,40.16,39.4,5817.0
"Supreme Industries, Inc.",8/29/17,D. Delaware,New York SE,STS, Auto & Truck Manufacturers, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,169.0,166.25,169.0,166.25,35674.0
Volkswagen Aktiengesellschaft,8/29/17,E.D. New York,OTC-BB,VLKAY, Auto & Truck Manufacturers, Consumer Cyclical,103461000000.0,501295008.0,51.751999999999995,46.53,28.9,192493.0,43.328823,37.789640000000006,31.01,31.13,31.26,30.93,85607.0
"Vitamin Shoppe, Inc.",8/28/17,D. New Jersey,NASDAQ,VSI, Retail (Specialty), Services,99485880.0,23972500.0,9.072000000000001,23.25,2.95,668264.0,4.439706,4.7597830000000005,5.55,5.25,5.7,5.12,1035700.0
Dr. Reddy's Laboratories Ltd.,8/25/17,D. New Jersey,New York SE,RDY, Major Drugs, Healthcare,5422131200.0,165832000.0,11.638,44.23,29.83,319956.0,35.954117,35.282897999999996,31.4,31.71,31.76,31.4,296809.0
"PetMed Express, Inc.",8/25/17,S.D. Florida,NASDAQ,PETS, Major Drugs, Healthcare,961369600.0,20368000.0,5.399,57.8,19.21,681548.0,46.99235,41.260216,36.63,35.14,37.36,34.89,2419491.0
Top Ships Inc.,8/23/17,E.D. New York,NASDAQ,TOPS, Water Transportation, Transportation,27918458.0,153736000.0,5.045,3000.0012,0.17,11693659.0,0.2182353,0.71927536,2.34,2.2,2.34,2.16,660260.0
"Sevcon, Inc.",8/22/17,D. Massachusetts,NASDAQ,SEV, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,22.0,21.96,22.01,21.95,24078.0
XCerra Corp.,8/22/17,D. Massachusetts,NASDAQ,XCRA, Semiconductors, Technology,532910048.0,54882600.0,6.343,10.23,8.53,494353.0,9.927059,9.822174,9.38,9.42,9.48,9.35,108097.0
"Zillow Group, Inc.",8/22/17,C.D. California,NASDAQ,Z, Software & Programming, Technology,8591287296.0,122915000.0,14.046,51.23,32.56,1021714.0,44.74794,41.685364,38.63,38.2,38.74,38.13,1083179.0
"ShoreTel, Inc.",8/21/17,N.D. California,NASDAQ,SHOR, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,7.48,7.45,7.5,7.45,152822.0
Teva Pharmaceutical Industries Ltd. : American Depository Shares,8/21/17,E.D. Pennsylvania,New York SE,TEVA, Major Drugs, Healthcare,20378275840.0,1016880000.0,13.5,35.88,10.85,22785748.0,20.361470999999998,16.990145000000002,17.22,17.04,17.31,16.89,11713750.0
"Depomed, Inc.",8/18/17,N.D. California,NASDAQ,DEPO, Major Drugs, Healthcare,475751936.0,63013500.0,3.1519999999999997,16.65,4.31,1370158.0,7.5335293000000005,6.684710000000001,6.24,6.55,6.63,6.16,1241273.0
Endo International PLC,8/18/17,E.D. Pennsylvania,NASDAQ,ENDP, Major Drugs, Healthcare,1531927168.0,223312992.0,3.426,14.45,5.77,5060132.0,7.131765,7.712826299999999,8.59,8.72,8.88,8.56,5294100.0
"Blue Apron Holdings, Inc.",8/17/17,E.D. New York,New York SE,APRN, Retail (Catalog & Mail Order), Services,589433984.0,30042700.0,1.172,11.0,2.94,2752553.0,3.2752939999999997,4.2942029999999995,5.46,5.39,5.69,5.33,2565234.0
CDI Corp.,8/17/17,E.D. Pennsylvania,New York SE,CDI, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,8.3,8.3,8.35,8.25,71273.0
Rayonier Advanced Materials Inc.,8/17/17,M.D. Tennessee,New York SE,RYAM, Chemical Manufacturing, Basic Materials,867265088.0,43276700.0,15.049000000000001,20.99,11.88,754443.0,19.053236,16.556160000000002,13.76,13.5,13.77,13.26,827594.0
"Acacia Communications, Inc.",8/14/17,D. Massachusetts,NASDAQ,ACIA, Semiconductors, Technology,1458928896.0,39377300.0,13.087,61.15,33.68,453775.0,38.461178000000004,41.554203,44.39,43.68,44.83,43.59,544545.0
"Forterra, Inc.",8/14/17,E.D. New York,NASDAQ,FRTA, Constr. - Supplies & Fixtures, Capital Goods,476302208.0,64278300.0,1.374,20.6,3.02,716254.0,8.527059,7.0139856,4.64,4.44,5.55,4.37,7095465.0
"Guidance Software, Inc.",8/14/17,C.D. California,NASDAQ,GUID, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,7.06,7.06,7.09,7.06,95490.0
Park Sterling Corporation,8/14/17,W.D. North Carolina,NASDAQ,PSTB, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,11.48,11.56,11.6,11.45,297394.0
magicjack Vocaltec Ltd.,8/11/17,S.D. Florida,NASDAQ,CALL, Communications Equipment, Technology,135994320.0,16189800.0,2.392,8.9,5.55,153687.0,8.405,7.736811599999999,7.7,7.45,7.7,7.45,307841.0
"Electronics For Imaging, Inc.",8/10/17,D. New Jersey,NASDAQ,EFII, Computer Peripherals, Technology,1306302848.0,45690900.0,16.746,51.15,25.28,536746.0,28.949704999999998,33.27797,30.04,29.4,30.18,29.27,775403.0
"TransDigm Group, Inc.",8/10/17,N.D. Ohio,New York SE,TDG, Aerospace & Defense, Capital Goods,15543014400.0,52196300.0,-49.876000000000005,321.38,203.72,431351.0,295.84912,275.83472,277.0,273.38,279.82,272.85,310710.0
"GlobalSCAPE, Inc.",8/9/17,W.D. Texas,New York SE,GSB, Software & Programming, Technology,77442760.0,21571800.0,1.4240000000000002,5.51,3.27,83911.0,3.5529410000000006,3.7589129999999997,3.82,4.14,4.16,3.75,377066.0
"SciClone Pharmaceuticals, Inc.",8/9/17,N.D. California,NASDAQ,SCLN, Major Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,11.05,11.05,11.1,11.0,365910.0
Sequans Communications S.A.,8/9/17,E.D. New York,New York SE,SQNS, Semiconductors, Technology,155135072.0,92342304.0,0.052000000000000005,4.75,1.44,392761.0,1.7982353,2.2155797,2.66,2.75,2.82,2.63,273165.0
Southwest Bancorp Inc.,8/9/17,W.D. Oklahoma,NASDAQ,OKSB, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,25.3,25.25,25.5,25.15,87835.0
WebMD Health Corp.,8/9/17,S.D. New York,NASDAQ,WBMD, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,66.34,66.33,66.34,66.3,1209941.0
"ClubCorp Holdings, Inc.",8/8/17,D. Nevada,New York SE,MYCC, Recreational Activities, Services,nan,nan,nan,nan,nan,nan,nan,nan,17.0,17.05,17.05,17.0,1107147.0
Sparton Corporation,8/8/17,N.D. Ohio,New York SE,SPA, Electronic Instruments & Controls, Technology,226395264.0,9834720.0,7.144,23.79,16.83,59037.0,22.91,23.118334,23.12,23.02,23.21,23.01,52599.0
"Applied Optoelectronics, Inc.",8/5/17,S.D. Texas,NASDAQ,AAOI, Semiconductors, Technology,543089280.0,19382200.0,16.759,103.41,26.11,1374987.0,33.361176,46.38384,nan,nan,nan,nan,nan
Envision Healthcare Corporation,8/4/17,M.D. Tennessee,New York SE,EVHC, Healthcare Facilities, Healthcare,4441006592.0,119414000.0,53.521,72.5,23.77,2598654.0,36.00088,39.17478,54.92,55.79,55.81,54.82,1908776.0
First Potomac Realty Trust,8/4/17,D. Maryland,New York SE,FPO, Real Estate Operations, Services,nan,nan,nan,nan,nan,nan,nan,nan,11.14,11.14,11.15,11.11,519168.0
"Maximus, Inc.",8/4/17,E.D. Virginia,New York SE,MMS, Business Services, Services,4445627392.0,65223300.0,15.373,72.71,57.12,465314.0,68.36646999999999,66.09391,61.28,61.06,62.96,60.76,648089.0
"Monogram Residential Trust, Inc.",8/4/17,D. Maryland,New York SE,MORE, Real Estate Operations, Services,nan,nan,nan,nan,nan,nan,nan,nan,11.98,11.99,12.09,11.92,1941861.0
Rocket Fuel Inc.,8/4/17,N.D. California,NASDAQ,FUEL, Advertising, Services,nan,nan,nan,nan,nan,nan,nan,nan,2.61,2.59,2.62,2.59,748808.0
"Staples, Inc.",8/4/17,D. Massachusetts,NASDAQ,SPLS, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,10.19,10.18,10.2,10.18,4445098.0
"TechnipFMC, plc",8/3/17,S.D. Texas,New York SE,FTI, Oil Well Services & Equipment, Energy,14319370240.0,466428992.0,28.717,35.0,24.53,3623685.0,32.046177,28.559275,27.77,27.53,27.8,27.4,2867759.0
The Advisory Board Company,8/3/17,D. District Columbia,NASDAQ,ABCO, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,54.85,55.15,55.35,54.75,470721.0
"Bankrate, Inc.",8/2/17,S.D. New York,New York SE,RATE, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,13.95,13.85,13.95,13.85,1611131.0
"Parkway, Inc.",8/2/17,S.D. Texas,New York SE,PKY, Real Estate Operations, Services,nan,nan,nan,nan,nan,nan,nan,nan,22.98,23.05,23.05,22.96,261466.0
"Rice Energy, Inc.",8/2/17,D. Delaware,NASDAQ,RICE, Oil & Gas Operations, Energy,nan,nan,nan,nan,nan,nan,nan,nan,27.82,28.52,28.52,27.58,3591601.0
"WashingtonFirst Bankshares, Inc.",8/1/17,E.D. Virginia,NASDAQ,WFBI, Regional Banks, Financial,448949856.0,12531300.0,15.944,37.19,26.22,50472.0,34.26,34.359306,34.41,34.8,34.85,34.36,16397.0
"Foundation Medicine, Inc.",7/28/17,D. Massachusetts,NASDAQ,FMI, Healthcare Facilities, Healthcare,2836624384.0,36530900.0,1.754,78.594,22.9,306224.0,69.57794,52.992027,35.65,36.35,36.55,35.65,144690.0
Intellipharmaceutics International Inc.,7/28/17,S.D. New York,NASDAQ,IPCI, Major Drugs, Healthcare,23073698.0,31023200.0,0.012,2.92,0.66,382066.0,0.78705883,0.8934783000000002,1.36,1.41,1.47,1.19,1183413.0
"Tableau Software, Inc.",7/27/17,S.D. New York,New York SE,DATA, Software & Programming, Technology,6641047040.0,64207600.0,9.412,87.0,47.3,856204.0,76.997055,74.07913,65.5,64.87,66.09,63.72,701153.0
"West Marine, Inc.",7/27/17,D. Delaware,NASDAQ,WMAR, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,12.9,12.96,12.97,12.88,93191.0
Zebra Technologies Corporation,7/26/17,E.D. New York,NASDAQ,ZBRA, Misc. Capital Goods, Capital Goods,7547532800.0,53189100.0,15.302999999999999,142.65,84.32,329412.0,120.886765,110.458694,100.39,100.06,101.07,99.86,217357.0
"MRV Communications, Inc.",7/24/17,C.D. California,NASDAQ,MRVC, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,9.9,9.85,9.95,9.85,17197.0
PAREXEL International Corporation,7/24/17,D. Massachusetts,NASDAQ,PRXL, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,87.5,87.35,87.64,87.34,763659.0
"ARI Network Services, Inc.",7/21/17,E.D. Wisconsin,NASDAQ,ARIS, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,7.05,7.05,7.05,7.03,31359.0
Nutraceutical International,7/21/17,D. Utah,NASDAQ,NUTR, Food Processing, Consumer Non-Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,41.75,41.65,41.75,41.6,58903.0
The Spectranetics Corporation,7/21/17,D. Colorado,NASDAQ,SPNC, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,38.45,38.45,38.45,38.4,764702.0
Apigee Corporation,7/20/17,N.D. California,NASDAQ,APIC, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Chipotle Mexican Grill, Inc.",7/20/17,D. Colorado,New York SE,CMG, Restaurants, Services,8820947968.0,27930300.0,48.685,499.0,247.52,1395924.0,311.2406,305.82108,372.83,356.05,373.96,355.71,4454791.0
"Jaguar Animal Health, Inc.",7/20/17,N.D. California,NASDAQ,JAGX, Biotechnology & Drugs, Healthcare,18505332.0,82671600.0,0.469,1.52,0.105,5057472.0,0.14191176,0.2311884,nan,nan,nan,nan,nan
"Lexmark International, Inc.",7/20/17,S.D. New York,New York SE,LXK, Computer Hardware, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"NCI, Inc.",7/19/17,E.D. Virginia,NASDAQ,NCIT, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,19.9,19.95,19.95,19.9,118288.0
"Angie's List, Inc.",7/18/17,S.D. Indiana,NASDAQ,ANGI, Computer Services, Technology,7065668096.0,62656100.0,2.0780000000000003,15.33,5.22,664211.0,13.510882,12.190797,nan,nan,nan,nan,nan
"DuPont Fabros Technology, Inc.",7/18/17,D. District Columbia,New York SE,DFT, Real Estate Operations, Services,nan,nan,nan,nan,nan,nan,nan,nan,60.9,60.96,61.3,60.61,787739.0
Capital Bank Financial Corp.,7/17/17,W.D. North Carolina,NASDAQ,CBF, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,38.55,38.45,38.62,38.25,393283.0
"ASB Bancorp, Inc.",7/14/17,W.D. North Carolina,NASDAQ,ASBB, Regional Banks, Financial,nan,nan,nan,nan,nan,nan,nan,nan,43.4,43.9,44.05,43.4,3870.0
Dryships Inc.,7/14/17,E.D. New York,NASDAQ,DRYS, Water Transportation, Transportation,355577760.0,104275000.0,8.945,2361.7957,0.98,1840104.0,3.5485294,3.431087,7.0,6.73,7.56,6.65,1665858.0
"EnerNOC, Inc.",7/14/17,D. Massachusetts,New York SE,ENOC, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,7.7,7.72,7.74,7.7,220509.0
Arconic Inc.,7/13/17,S.D. New York,New York SE,ARNC, Misc. Fabricated Products, Basic Materials,12098009088.0,481416992.0,10.085,31.17,21.76,3860996.0,28.076176,26.052174,24.46,24.45,24.54,24.16,4457539.0
