Filing Name,Filing Date,Court District,Exchange,Ticker,Sector,Industry,MarketCap,sharesOutstanding,bookValue,fiftyTwoWeekLow,fiftyTwoWeekHigh,averageDailyVolume3Month,fiftyDayAverage,twoHundredDayAverage,Open,Close,High,Low,Volume
"Microtune, Inc.",7/25/01,S.D. New York,NASDAQ,TUNE, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Perot Systems Corporation,7/25/01,S.D. New York,New York SE,PER, Computer Services, Technology,107625000.0,52500000.0,2.472,3.3,1.95,260032.0,2.279706,2.576884,nan,nan,nan,nan,nan
"StarMedia Network, Inc.",7/25/01,S.D. New York,NASDAQ,STRM, Computer Services, Technology,34618964.0,19126500.0,0.47700000000000004,2.82,0.85,151774.0,1.7226471,1.5139129999999998,nan,nan,nan,nan,nan
"Stratos Lightwave, Inc.",7/25/01,S.D. New York,NASDAQ,STLW, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Eloquent Inc.,7/24/01,S.D. New York,NASDAQ,ELOQ, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"GRIC Communications, Inc.",7/24/01,S.D. New York,NASDAQ,GRIC, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Lionbridge Technologies, Inc.",7/24/01,S.D. New York,NASDAQ,LIOX, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"MatrixOne, Inc.",7/24/01,S.D. New York,NASDAQ,MONE, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Scientific-Atlanta, Incorporated",7/24/01,N.D. Georgia,New York SE,SFA, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Airspan Networks, Inc.",7/23/01,S.D. New York,NASDAQ,AIRN, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WebMD Corporation (f/ka Healtheon Corporation),7/23/01,S.D. New York,NASDAQ,HLTH, Computer Services, Technology,108927000.0,77805000.0,1.88,2.2,1.1,359796.0,1.412647,1.4182609,nan,nan,nan,nan,nan
"Advanced Deposition Technologies, Inc.",7/20/01,D. Massachusetts,NASDAQ,ADTCQ, Scientific & Technical Instr., Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Brocade Communication Systems, Inc.",7/20/01,S.D. New York,NASDAQ,BRCD, Computer Networks, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Liquid Audio, Inc.",7/20/01,S.D. New York,NASDAQ,LQID, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
McData Corporation,7/20/01,S.D. New York,NASDAQ,MCDT, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Neoforma.com, Inc.",7/20/01,S.D. New York,NASDAQ,NEOF, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
OmniSky Corporation,7/20/01,S.D. New York,NASDAQ,OMNY, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Critical Path, Inc.",7/18/01,S.D. New York,NASDAQ,CPTH, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Transmeta Corporation,7/18/01,S.D. New York,NASDAQ,TMTA, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Breakaway Solutions, Inc.",7/16/01,S.D. New York,NASDAQ,BWAY, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Viant Corporation,7/16/01,S.D. New York,NASDAQ,VIAN, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PSS World Medical,7/13/01,M.D. Florida,NASDAQ,PSSI, Medical Equipment & Supplies, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Webvan Group, Inc.",7/13/01,S.D. New York,NASDAQ,WBVN, Retail (Catalog & Mail Order), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Clarent Corporation,7/12/01,S.D. New York,NASDAQ,CLRN, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Exodus Communications Inc.,7/12/01,N.D. California,NASDAQ,EXDS, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"GoTo.com, Inc.",7/12/01,S.D. New York,NASDAQ,GOTO, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Tut Systems, Inc.",7/12/01,N.D. California,NASDAQ,TUTS, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Ashford.com, Inc.",7/11/01,S.D. New York,NASDAQ,ASFD, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Blue Martini Software, Inc.",7/11/01,S.D. New York,NASDAQ,BLUE, Software & Programming, Technology,10178870272.0,49400000.0,24.928,222.03,74.45,967285.0,193.21617,154.77934,nan,nan,nan,nan,nan
"Buy.com, Inc.",7/11/01,S.D. New York,NASDAQ,BUYX, Retail (Technology), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Caldera International, Inc.",7/11/01,S.D. New York,NASDAQ,CALD, Software & Programming, Technology,2370196992.0,66022200.0,3.7119999999999997,36.25,18.38,1283235.0,33.377354,28.069275,nan,nan,nan,nan,nan
"drkoop.com, Inc.",7/11/01,S.D. New York,OTC-BB,KOOP, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"iBasis, Inc.",7/11/01,S.D. New York,NASDAQ,IBAS, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"iManage, Inc.",7/11/01,S.D. New York,NASDAQ,IMAN, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Terra Networks, S.A.",7/11/01,S.D. New York,NASDAQ,TRLY, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Tickets.com, Inc.",7/11/01,S.D. New York,NASDAQ,TIXX, Recreational Activities, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Trex Company, Inc.",7/11/01,W.D. Virginia,New York SE,TWP, Fabricated Plastic & Rubber, Basic Materials,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
U.S. Wireless Corporation,7/11/01,N.D. California,NASDAQ,USWC, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
BSQUARE Corporation,7/10/01,S.D. New York,NASDAQ,BSQR, Software & Programming, Technology,47491876.0,12664500.0,2.4819999999999998,5.84,3.35,48306.0,4.252059,4.743405999999999,nan,nan,nan,nan,nan
"Chordiant Software, Inc.",7/10/01,S.D. New York,NASDAQ,CHRD, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Immune Response Corporation,7/10/01,S.D. California,NASDAQ,IMNR, Biotechnology & Drugs, Healthcare,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sipex Corporation,7/10/01,D. Massachusetts,NASDAQ,SIPX, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"E.piphany, Inc.",7/9/01,S.D. New York,NASDAQ,EPNY, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Marconi, PLC. : American Deposit Receipts (ADR's)",7/9/01,W.D. Pennsylvania,NASDAQ,MONI, Aerospace & Defense, Capital Goods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Portal Software , Inc.",7/9/01,S.D. New York,NASDAQ,PRSF, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Extreme Networks Inc.,7/6/01,S.D. New York,NASDAQ,EXTR, Computer Peripherals, Technology,1355539968.0,115267000.0,0.981,15.55,6.0,2601327.0,12.984411999999999,12.130507000000001,nan,nan,nan,nan,nan
Integrated Information Systems,7/6/01,S.D. New York,NASDAQ,IISX, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Rhythms Netconnections, Inc.",7/6/01,S.D. New York,NASDAQ,RTHM, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Tibco Software, Inc.",7/6/01,S.D. New York,NASDAQ,TIBX, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
ON Semiconductor Corporation,7/5/01,S.D. New York,NASDAQ,ONNN, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
InterNAP Network Services Corporation,7/3/01,S.D. New York,NASDAQ,INAP, Communications Services, Services,270619648.0,19710100.0,0.028999999999999998,22.36,8.6,224954.0,14.677941,16.511377,nan,nan,nan,nan,nan
Network Plus Corporation,7/3/01,S.D. New York,NASDAQ,NPLS, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Proton Energy Systems, Inc.",7/3/01,S.D. New York,NASDAQ,PRTN, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Redback Networks, Inc.",7/3/01,S.D. New York,NASDAQ,RBAK, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Akamai Technologies, Inc.",7/2/01,S.D. New York,NASDAQ,AKAM, Computer Services, Technology,11394078720.0,169152000.0,19.475,69.56,44.65,2420664.0,65.82265,55.768769999999996,nan,nan,nan,nan,nan
Next Level Communications,7/2/01,S.D. New York,NASDAQ,NXTV, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Sycamore Networks, Inc.",7/2/01,S.D. New York,NASDAQ,SCMR, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Bank of New York : U.S. Trust Company's Heritage Bonds,6/29/01,C.D. California,Privately Traded,Privately Traded, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Digitas, Inc.",6/29/01,S.D. New York,NASDAQ,DTAS, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Agency.com Ltd.,6/28/01,S.D. New York,NASDAQ,ACOM, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Chinadotcom Corporation,6/28/01,S.D. New York,NASDAQ,CHINA, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
eToys Inc.,6/28/01,S.D. New York,NASDAQ,ETYS, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Drugstore.com, Inc.",6/27/01,S.D. New York,NASDAQ,DSCM, Retail (Drugs), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Covad Communications Group, Inc.",6/26/01,S.D. New York,OTC-BB,COVD, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"New Focus, Inc.",6/26/01,S.D. New York,NASDAQ,NUFO, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Safeguard Scientifics, Inc.",6/26/01,E.D. Pennsylvania,New York SE,SFE, Computer Peripherals, Technology,236783840.0,20412400.0,4.909,14.4,10.65,132309.0,11.958822999999999,12.462681,nan,nan,nan,nan,nan
Sprint Corporation : FON and PCS Common Stock,6/25/01,D. Kansas,New York SE,FON, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Transmeta Corporation,6/25/01,N.D. California,NASDAQ,TMTA, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Duratek, Inc.",6/22/01,D. Maryland,NASDAQ,DRTK, Waste Management Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Tyson Foods, Inc. : Sellers of IBP Common Stock",6/22/01,D. Delaware,New York SE,IBP, Food Processing, Consumer Non-Cyclical,2120456064.0,31862600.0,6.234,79.4,41.8,200069.0,69.632355,66.44275999999999,nan,nan,nan,nan,nan
"Accelerated Networks, Inc.",6/21/01,S.D. New York,NASDAQ,ACCLE, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Value America , Inc.",6/21/01,S.D. New York,NASDAQ,VUSA, Retail (Catalog & Mail Order), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Palm Inc.,6/20/01,S.D. New York,NASDAQ,PALM, Computer Hardware, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Silverstream Software, Inc.",6/20/01,S.D. New York,NASDAQ,SSSW, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Aether Systems, Inc.",6/19/01,S.D. New York,NASDAQ,AETH, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Commerce One, Inc.",6/19/01,S.D. New York,NASDAQ,CMRC, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"InfoSpace, Inc.",6/19/01,W.D. Washington,NASDAQ,INSP, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Raytheon Company : Washington Group International, Inc. : Common Stock or Senior Notes",6/19/01,D. Idaho,New York SE,WNG, Conglomerates, Conglomerates,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Avenue A, Inc.",6/15/01,S.D. New York,NASDAQ,AVEA, Advertising, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Chronimed, Inc.",6/15/01,D. Minnesota,NASDAQ,CHMD, Retail (Drugs), Services,46375604.0,11593900032.0,0.0,0.0069,0.0,38911.0,0.0038,0.003772464,nan,nan,nan,nan,nan
"deltathree.com, Inc.",6/15/01,S.D. New York,NASDAQ,DDDC, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Razorfish, Inc.",6/15/01,S.D. New York,NASDAQ,RAZF, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Curtis International, Ltd.",6/14/01,S.D. New York,NASDAQ,CURT, Audio & Video Equipment, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"724 Solutions, Inc.",6/13/01,S.D. New York,NASDAQ,SVNX, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"iPrint.com, Inc.",6/13/01,S.D. New York,NASDAQ,IPRT, Printing Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Muse Technologies, Inc.",6/13/01,D. Massachusetts,NASDAQ,MUZE, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"NaviSite, Inc.",6/13/01,S.D. New York,NASDAQ,NAVI, Computer Services, Technology,3479489792.0,263000000.0,13.133,16.97,11.481,3789422.0,13.824410999999998,13.326630999999999,nan,nan,nan,nan,nan
"Netcentives, Inc.",6/13/01,S.D. New York,NASDAQ,NCNT, Advertising, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Onvia.com, Inc.",6/13/01,S.D. New York,NASDAQ,ONVI, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Audible, Inc.",6/12/01,S.D. New York,NASDAQ,ADBL, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"ECI Telecom, Ltd.",6/12/01,E.D. Virginia,NASDAQ,ECIL, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Telaxis Communications Corporation,6/12/01,S.D. New York,NASDAQ,TLXS, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"TiVo, Inc.",6/12/01,S.D. New York,NASDAQ,TIVO, Broadcasting & Cable TV, Services,1678187520.0,122050000.0,15.215,20.18,12.75,1461687.0,14.138235,16.821377,nan,nan,nan,nan,nan
"VerticalNet, Inc.",6/12/01,S.D. New York,NASDAQ,VERT, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Net2000 Communications, Inc.",6/11/01,S.D. New York,NASDAQ,NTKK, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Retek, Inc.",6/11/01,S.D. New York,NASDAQ,RETK, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
CacheFlow Inc.,6/8/01,S.D. New York,NASDAQ,CFLO, Computer Networks, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"El Sitio, Inc.",6/8/01,S.D. New York,NASDAQ,LCTO, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Intersil Holding Corporation,6/8/01,S.D. New York,NASDAQ,ISIL, Semiconductors, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Caliper Technologies Corporation,6/7/01,S.D. New York,NASDAQ,CALP, Scientific & Technical Instr., Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Z-TEL Technologies, Inc.",6/7/01,S.D. New York,NASDAQ,ZTEL, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Gadzoox Networks, Inc.",6/6/01,S.D. New York,NASDAQ,ZOOX, Computer Storage Devices, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Digital Impact, Inc.",6/5/01,S.D. New York,NASDAQ,DIGI, Advertising, Services,204980.0,70683000.0,-0.052000000000000005,38.15,0.0009,55443.0,33.726707,9.217961,nan,nan,nan,nan,nan
"Expedia, Inc.",6/5/01,S.D. New York,NASDAQ,EXPE, Computer Services, Technology,16151993344.0,139032992.0,29.803,161.0,98.52,2383411.0,121.0847,131.71175,nan,nan,nan,nan,nan
"InterVoice-Brite, Inc.",6/5/01,N.D. Texas,NASDAQ,INTV, Communications Equipment, Technology,12156716.0,8501200.0,-0.006999999999999999,6.74,0.0008,515611.0,1.4552059,0.8102944999999999,nan,nan,nan,nan,nan
"iVillage, Inc.",6/5/01,S.D. New York,NASDAQ,IVIL, Computer Peripherals, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
PNV Inc.,6/5/01,S.D. New York,NASDAQ,PNV, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Selectica, Inc.",6/5/01,S.D. New York,NASDAQ,SLTC, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Streamedia Communications Inc.,6/5/01,S.D. New York,NASDAQ,SMIL, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Emex Corporation,6/4/01,S.D. New York,NASDAQ,EMEX, Oil Well Services & Equipment, Energy,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Organic, Inc.",6/1/01,S.D. New York,NASDAQ,OGNC, Business Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Wireless Facilities, Inc.",6/1/01,S.D. New York,NASDAQ,WFII, Construction Services, Capital Goods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Eaton Vance Corporation,5/25/01,D. Massachusetts,Privately Traded,Privately Traded, Investment Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
AremisSoft Corporation,5/24/01,D. New Jersey,NASDAQ,AREM, Software & Programming, Technology,289164.0,35921000.0,-0.14800000000000002,0.025,0.001,7133.0,0.004441177,0.006695652,nan,nan,nan,nan,nan
"ATI Technologies, Inc.",5/23/01,E.D. Pennsylvania,NASDAQ,ATYT, Computer Peripherals, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Robotic Vision Systems, Inc.",5/23/01,D. Massachusetts,NASDAQ,ROBV, Electronic Instruments & Controls, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Loral Space & Communications, Ltd.",5/22/01,S.D. New York,New York SE,LOR, Electronic Instruments & Controls, Technology,81461336.0,6880180.0,11.159,12.63,10.02,17769.0,11.937353,11.41942,nan,nan,nan,nan,nan
"Luxottica Group S.p.A. : Sunglass Hut International, Inc. Common Stock",5/22/01,E.D. New York,NASDAQ,RAYS, Retail (Specialty), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
InterTrust Technologies Corporation,5/17/01,S.D. New York,NASDAQ,ITRU, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"MP3.com, Inc.",5/17/01,S.D. New York,NASDAQ,MPPP, Recreational Products, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"SeaView Video Technology, Inc.",5/17/01,M.D. Florida,OTC-BB,SEVU, Audio & Video Equipment, Consumer Cyclical,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Stamps.com, Inc.",5/17/01,S.D. New York,NASDAQ,STMP, Retail (Catalog & Mail Order), Services,3512364800.0,17478800.0,26.875999999999998,233.13,100.55,387288.0,194.97146999999998,195.93246000000002,nan,nan,nan,nan,nan
"Liberate Technologies, Inc.",5/16/01,S.D. New York,NASDAQ,LBRT, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"First Union Securities, Inc. : Ask Jeeves, Inc.",5/14/01,M.D. Florida,NASDAQ,ASKJ, Misc. Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"DoubleClick, Inc.",5/10/01,S.D. New York,NASDAQ,DCLK, Advertising, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Internet Capital Group, Inc.",5/10/01,S.D. New York,NASDAQ,ICGE, Misc. Financial Services, Financial,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Network Commerce, Inc.",5/10/01,W.D. Washington,NASDAQ,NWKC, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"PrimeBuy Network.com, Inc.",5/10/01,D. Idaho,Privately Traded,Privately Traded, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Multex.com, Inc.",5/8/01,S.D. New York,NASDAQ,MLTX, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Corvis Corporation,5/7/01,S.D. New York,NASDAQ,CORV, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Digimarc Corporation,5/3/01,S.D. New York,NASDAQ,DMRC, Software & Programming, Technology,301607488.0,11150000.0,7.148,41.75,24.2,77862.0,32.710293,33.893840000000004,nan,nan,nan,nan,nan
"Amazon.com, Inc. : 6.875% Premium Adjustable Convertible Securities (PEACS)",5/2/01,W.D. Washington,Undetermined,Undetermined, Retail (Catalog & Mail Order), Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
The Kroger Company,5/1/01,S.D. Ohio,New York SE,KR, Retail (Grocery), Services,24166944768.0,881361984.0,7.077000000000001,32.9,19.69,10954359.0,28.735882,24.347681,nan,nan,nan,nan,nan
"U.S. Aggregates, Inc.",5/1/01,N.D. California,New York SE,AGA, Construction - Raw Materials, Capital Goods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Dollar General Corporation,4/30/01,M.D. Tennessee,New York SE,DG, Retail (Specialty), Services,26396020736.0,271564000.0,21.151999999999997,105.82,65.97,2587869.0,98.89117399999999,86.73695,nan,nan,nan,nan,nan
"FreeMarkets, Inc.",4/27/01,W.D. Pennsylvania,NASDAQ,FMKT, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Owens Corning, Inc. : 7.5% Notes due May 1, 2005 and 7.7% Notes due May 1, 2008",4/27/01,D. Massachusetts,Undetermined,Undetermined, Constr. - Supplies & Fixtures, Capital Goods,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"PurchasePro.com, Inc.",4/26/01,D. Nevada,NASDAQ,PPRO, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Marimba, Inc.",4/24/01,S.D. New York,NASDAQ,MRBA, Software & Programming, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Ventro Corporation,4/24/01,S.D. New York,NASDAQ,VNTR, Chemicals - Plastics & Rubber, Basic Materials,2077617536.0,106272000.0,9.481,26.9,11.89,1316862.0,22.369705,22.220217,nan,nan,nan,nan,nan
"Autoweb.com, Inc.",4/20/01,S.D. New York,NASDAQ,AWEB, Retail & Repair (Automotive), Services,23385.0,2338500.0,-2.679,0.04,0.0,514.0,0.01,0.017826086,nan,nan,nan,nan,nan
"Avici Systems, Inc.",4/20/01,S.D. New York,NASDAQ,AVCI, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Cisco Systems, Inc.",4/20/01,N.D. California,NASDAQ,CSCO, Communications Equipment, Technology,211971000000.0,4817520128.0,10.677999999999999,45.13,30.36,26201853.0,41.41941,36.18884,nan,nan,nan,nan,nan
"DCI Telecommunications, Inc.",4/20/01,S.D. New York,OTC-BB,DCTC, Communications Services, Services,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"NetZero, Inc.",4/20/01,S.D. New York,NASDAQ,NZRO, Computer Services, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
Sensormatic Electronics Corporation,4/20/01,S.D. Florida,New York SE,SRM, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
"Warnaco Group, Inc. (2001)",4/20/01,S.D. New York,New York SE,WAC, Apparel/Accessories, Consumer Cyclical,22424160.0,37373600.0,-6.321000000000001,3.55,0.3,911752.0,0.7084,0.55883723,nan,nan,nan,nan,nan
"Accelerated Networks, Inc.",4/19/01,C.D. California,NASDAQ,ACCLE, Communications Equipment, Technology,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
